anio_mes,SOURCES,ID_ANIME,Acumulado
1999-04-01,Visual novel,1.0,451.0
1999-04-01,Web manga,0.0,72.0
1999-05-01,4-koma manga,0.0,184.0
1999-05-01,Book,0.0,56.0
1999-05-01,Card game,0.0,42.0
1999-05-01,Digital manga,0.0,5.0
1999-05-01,Game,1.0,336.0
1999-05-01,Light novel,0.0,360.0
1999-05-01,Manga,0.0,1603.0
1999-05-01,Music,0.0,86.0
1999-05-01,Novel,1.0,142.0
1999-05-01,Original,1.0,1180.0
1999-05-01,Other,0.0,117.0
1999-05-01,Picture book,0.0,42.0
1999-05-01,Radio,0.0,3.0
1999-05-01,Unknown,4.0,1590.0
1999-05-01,Visual novel,0.0,451.0
1999-05-01,Web manga,0.0,72.0
1999-06-01,4-koma manga,0.0,184.0
1999-06-01,Book,0.0,56.0
1999-06-01,Card game,0.0,42.0
1999-06-01,Digital manga,0.0,5.0
1999-06-01,Game,2.0,338.0
1999-06-01,Light novel,0.0,360.0
1999-06-01,Manga,1.0,1604.0
1999-06-01,Music,0.0,86.0
1999-06-01,Novel,0.0,142.0
1999-06-01,Original,2.0,1182.0
1999-06-01,Other,0.0,117.0
1999-06-01,Picture book,0.0,42.0
1999-06-01,Radio,0.0,3.0
1999-06-01,Unknown,2.0,1592.0
1999-06-01,Visual novel,0.0,451.0
1999-06-01,Web manga,0.0,72.0
1999-10-01,4-koma manga,0.0,184.0
1999-10-01,Book,0.0,56.0
1999-10-01,Card game,0.0,42.0
1999-10-01,Digital manga,0.0,5.0
1999-10-01,Game,1.0,339.0
1999-10-01,Light novel,0.0,360.0
1999-10-01,Manga,10.0,1614.0
1999-10-01,Music,0.0,86.0
1999-10-01,Novel,0.0,142.0
1999-10-01,Original,10.0,1192.0
1999-10-01,Other,1.0,118.0
1999-10-01,Picture book,0.0,42.0
1999-10-01,Radio,1.0,4.0
1999-10-01,Unknown,7.0,1599.0
1999-10-01,Visual novel,1.0,452.0
1999-10-01,Web manga,0.0,72.0
1999-12-01,4-koma manga,0.0,184.0
1999-12-01,Book,0.0,56.0
1999-12-01,Card game,0.0,42.0
1999-12-01,Digital manga,0.0,5.0
1999-12-01,Game,2.0,341.0
1999-12-01,Light novel,0.0,360.0
1999-12-01,Manga,4.0,1618.0
1999-12-01,Music,0.0,86.0
1999-12-01,Novel,1.0,143.0
1999-12-01,Original,2.0,1194.0
1999-12-01,Other,0.0,118.0
1999-12-01,Picture book,0.0,42.0
1999-12-01,Radio,0.0,4.0
1999-12-01,Unknown,6.0,1605.0
1999-12-01,Visual novel,0.0,452.0
1999-12-01,Web manga,0.0,72.0
2000-06-01,4-koma manga,0.0,184.0
2000-06-01,Book,0.0,56.0
2000-06-01,Card game,0.0,42.0
2000-06-01,Digital manga,0.0,5.0
2000-06-01,Game,1.0,342.0
2000-06-01,Light novel,0.0,360.0
2000-06-01,Manga,1.0,1619.0
2000-06-01,Music,1.0,87.0
2000-06-01,Novel,0.0,143.0
2000-06-01,Original,1.0,1195.0
2000-06-01,Other,0.0,118.0
2000-06-01,Picture book,0.0,42.0
2000-06-01,Radio,0.0,4.0
2000-06-01,Unknown,5.0,1610.0
2000-06-01,Visual novel,1.0,453.0
2000-06-01,Web manga,0.0,72.0
2000-09-01,4-koma manga,0.0,184.0
2000-09-01,Book,0.0,56.0
2000-09-01,Card game,0.0,42.0
2000-09-01,Digital manga,0.0,5.0
2000-09-01,Game,1.0,343.0
2000-09-01,Light novel,0.0,360.0
2000-09-01,Manga,1.0,1620.0
2000-09-01,Music,0.0,87.0
2000-09-01,Novel,0.0,143.0
2000-09-01,Original,2.0,1197.0
2000-09-01,Other,0.0,118.0
2000-09-01,Picture book,0.0,42.0
2000-09-01,Radio,0.0,4.0
2000-09-01,Unknown,2.0,1612.0
2000-09-01,Visual novel,2.0,455.0
2000-09-01,Web manga,0.0,72.0
2000-11-01,4-koma manga,0.0,184.0
2000-11-01,Book,0.0,56.0
2000-11-01,Card game,0.0,42.0
2000-11-01,Digital manga,0.0,5.0
2000-11-01,Game,1.0,344.0
2000-11-01,Light novel,0.0,360.0
2000-11-01,Manga,0.0,1620.0
2000-11-01,Music,0.0,87.0
2000-11-01,Novel,0.0,143.0
2000-11-01,Original,4.0,1201.0
2000-11-01,Other,0.0,118.0
2000-11-01,Picture book,0.0,42.0
2000-11-01,Radio,0.0,4.0
2000-11-01,Unknown,4.0,1616.0
2000-11-01,Visual novel,2.0,457.0
2000-11-01,Web manga,0.0,72.0
2001-01-01,4-koma manga,0.0,184.0
2001-01-01,Book,0.0,56.0
2001-01-01,Card game,0.0,42.0
2001-01-01,Digital manga,0.0,5.0
2001-01-01,Game,1.0,345.0
2001-01-01,Light novel,0.0,360.0
2001-01-01,Manga,5.0,1625.0
2001-01-01,Music,0.0,87.0
2001-01-01,Novel,0.0,143.0
2001-01-01,Original,3.0,1204.0
2001-01-01,Other,0.0,118.0
2001-01-01,Picture book,1.0,43.0
2001-01-01,Radio,0.0,4.0
2001-01-01,Unknown,6.0,1622.0
2001-01-01,Visual novel,0.0,457.0
2001-01-01,Web manga,0.0,72.0
2001-02-01,4-koma manga,0.0,184.0
2001-02-01,Book,0.0,56.0
2001-02-01,Card game,0.0,42.0
2001-02-01,Digital manga,0.0,5.0
2001-02-01,Game,1.0,346.0
2001-02-01,Light novel,0.0,360.0
2001-02-01,Manga,2.0,1627.0
2001-02-01,Music,0.0,87.0
2001-02-01,Novel,0.0,143.0
2001-02-01,Original,0.0,1204.0
2001-02-01,Other,0.0,118.0
2001-02-01,Picture book,0.0,43.0
2001-02-01,Radio,0.0,4.0
2001-02-01,Unknown,5.0,1627.0
2001-02-01,Visual novel,1.0,458.0
2001-02-01,Web manga,0.0,72.0
2001-04-01,4-koma manga,0.0,184.0
2001-04-01,Book,0.0,56.0
2001-04-01,Card game,0.0,42.0
2001-04-01,Digital manga,0.0,5.0
2001-04-01,Game,4.0,350.0
2001-04-01,Light novel,2.0,362.0
2001-04-01,Manga,11.0,1638.0
2001-04-01,Music,0.0,87.0
2001-04-01,Novel,2.0,145.0
2001-04-01,Original,9.0,1213.0
2001-04-01,Other,0.0,118.0
2001-04-01,Picture book,0.0,43.0
2001-04-01,Radio,0.0,4.0
2001-04-01,Unknown,13.0,1640.0
2001-04-01,Visual novel,4.0,462.0
2001-04-01,Web manga,0.0,72.0
2001-06-01,4-koma manga,0.0,184.0
2001-06-01,Book,0.0,56.0
2001-06-01,Card game,0.0,42.0
2001-06-01,Digital manga,0.0,5.0
2001-06-01,Game,1.0,351.0
2001-06-01,Light novel,0.0,362.0
2001-06-01,Manga,2.0,1640.0
2001-06-01,Music,0.0,87.0
2001-06-01,Novel,0.0,145.0
2001-06-01,Original,2.0,1215.0
2001-06-01,Other,1.0,119.0
2001-06-01,Picture book,0.0,43.0
2001-06-01,Radio,0.0,4.0
2001-06-01,Unknown,9.0,1649.0
2001-06-01,Visual novel,1.0,463.0
2001-06-01,Web manga,0.0,72.0
2001-09-01,4-koma manga,0.0,184.0
2001-09-01,Book,0.0,56.0
2001-09-01,Card game,0.0,42.0
2001-09-01,Digital manga,0.0,5.0
2001-09-01,Game,2.0,353.0
2001-09-01,Light novel,0.0,362.0
2001-09-01,Manga,2.0,1642.0
2001-09-01,Music,0.0,87.0
2001-09-01,Novel,0.0,145.0
2001-09-01,Original,1.0,1216.0
2001-09-01,Other,0.0,119.0
2001-09-01,Picture book,0.0,43.0
2001-09-01,Radio,0.0,4.0
2001-09-01,Unknown,11.0,1660.0
2001-09-01,Visual novel,3.0,466.0
2001-09-01,Web manga,0.0,72.0
2001-10-01,4-koma manga,0.0,184.0
2001-10-01,Book,0.0,56.0
2001-10-01,Card game,0.0,42.0
2001-10-01,Digital manga,0.0,5.0
2001-10-01,Game,2.0,355.0
2001-10-01,Light novel,0.0,362.0
2001-10-01,Manga,14.0,1656.0
2001-10-01,Music,0.0,87.0
2001-10-01,Novel,0.0,145.0
2001-10-01,Original,8.0,1224.0
2001-10-01,Other,1.0,120.0
2001-10-01,Picture book,1.0,44.0
2001-10-01,Radio,0.0,4.0
2001-10-01,Unknown,15.0,1675.0
2001-10-01,Visual novel,4.0,470.0
2001-10-01,Web manga,0.0,72.0
2002-02-01,4-koma manga,0.0,184.0
2002-02-01,Book,0.0,56.0
2002-02-01,Card game,0.0,42.0
2002-02-01,Digital manga,0.0,5.0
2002-02-01,Game,1.0,356.0
2002-02-01,Light novel,0.0,362.0
2002-02-01,Manga,1.0,1657.0
2002-02-01,Music,0.0,87.0
2002-02-01,Novel,0.0,145.0
2002-02-01,Original,3.0,1227.0
2002-02-01,Other,0.0,120.0
2002-02-01,Picture book,0.0,44.0
2002-02-01,Radio,0.0,4.0
2002-02-01,Unknown,6.0,1681.0
2002-02-01,Visual novel,2.0,472.0
2002-02-01,Web manga,0.0,72.0
2002-05-01,4-koma manga,0.0,184.0
2002-05-01,Book,0.0,56.0
2002-05-01,Card game,0.0,42.0
2002-05-01,Digital manga,0.0,5.0
2002-05-01,Game,2.0,358.0
2002-05-01,Light novel,0.0,362.0
2002-05-01,Manga,3.0,1660.0
2002-05-01,Music,0.0,87.0
2002-05-01,Novel,0.0,145.0
2002-05-01,Original,2.0,1229.0
2002-05-01,Other,0.0,120.0
2002-05-01,Picture book,0.0,44.0
2002-05-01,Radio,0.0,4.0
2002-05-01,Unknown,10.0,1691.0
2002-05-01,Visual novel,3.0,475.0
2002-05-01,Web manga,0.0,72.0
2002-07-01,4-koma manga,0.0,184.0
2002-07-01,Book,0.0,56.0
2002-07-01,Card game,0.0,42.0
2002-07-01,Digital manga,0.0,5.0
2002-07-01,Game,2.0,360.0
2002-07-01,Light novel,0.0,362.0
2002-07-01,Manga,6.0,1666.0
2002-07-01,Music,0.0,87.0
2002-07-01,Novel,0.0,145.0
2002-07-01,Original,5.0,1234.0
2002-07-01,Other,1.0,121.0
2002-07-01,Picture book,0.0,44.0
2002-07-01,Radio,0.0,4.0
2002-07-01,Unknown,8.0,1699.0
2002-07-01,Visual novel,3.0,478.0
2002-07-01,Web manga,0.0,72.0
2002-10-01,4-koma manga,0.0,184.0
2002-10-01,Book,0.0,56.0
2002-10-01,Card game,0.0,42.0
2002-10-01,Digital manga,0.0,5.0
2002-10-01,Game,2.0,362.0
2002-10-01,Light novel,1.0,363.0
2002-10-01,Manga,8.0,1674.0
2002-10-01,Music,0.0,87.0
2002-10-01,Novel,1.0,146.0
2002-10-01,Original,12.0,1246.0
2002-10-01,Other,2.0,123.0
2002-10-01,Picture book,0.0,44.0
2002-10-01,Radio,0.0,4.0
2002-10-01,Unknown,10.0,1709.0
2002-10-01,Visual novel,3.0,481.0
2002-10-01,Web manga,0.0,72.0
2002-11-01,4-koma manga,0.0,184.0
2002-11-01,Book,0.0,56.0
2002-11-01,Card game,0.0,42.0
2002-11-01,Digital manga,0.0,5.0
2002-11-01,Game,1.0,363.0
2002-11-01,Light novel,0.0,363.0
2002-11-01,Manga,3.0,1677.0
2002-11-01,Music,0.0,87.0
2002-11-01,Novel,0.0,146.0
2002-11-01,Original,5.0,1251.0
2002-11-01,Other,0.0,123.0
2002-11-01,Picture book,0.0,44.0
2002-11-01,Radio,0.0,4.0
2002-11-01,Unknown,6.0,1715.0
2002-11-01,Visual novel,0.0,481.0
2002-11-01,Web manga,0.0,72.0
2002-12-01,4-koma manga,0.0,184.0
2002-12-01,Book,0.0,56.0
2002-12-01,Card game,0.0,42.0
2002-12-01,Digital manga,0.0,5.0
2002-12-01,Game,1.0,364.0
2002-12-01,Light novel,0.0,363.0
2002-12-01,Manga,6.0,1683.0
2002-12-01,Music,0.0,87.0
2002-12-01,Novel,0.0,146.0
2002-12-01,Original,1.0,1252.0
2002-12-01,Other,0.0,123.0
2002-12-01,Picture book,0.0,44.0
2002-12-01,Radio,0.0,4.0
2002-12-01,Unknown,10.0,1725.0
2002-12-01,Visual novel,3.0,484.0
2002-12-01,Web manga,0.0,72.0
2003-02-01,4-koma manga,0.0,184.0
2003-02-01,Book,0.0,56.0
2003-02-01,Card game,0.0,42.0
2003-02-01,Digital manga,0.0,5.0
2003-02-01,Game,1.0,365.0
2003-02-01,Light novel,0.0,363.0
2003-02-01,Manga,4.0,1687.0
2003-02-01,Music,0.0,87.0
2003-02-01,Novel,0.0,146.0
2003-02-01,Original,2.0,1254.0
2003-02-01,Other,0.0,123.0
2003-02-01,Picture book,0.0,44.0
2003-02-01,Radio,0.0,4.0
2003-02-01,Unknown,7.0,1732.0
2003-02-01,Visual novel,4.0,488.0
2003-02-01,Web manga,0.0,72.0
2003-04-01,4-koma manga,0.0,184.0
2003-04-01,Book,0.0,56.0
2003-04-01,Card game,0.0,42.0
2003-04-01,Digital manga,0.0,5.0
2003-04-01,Game,1.0,366.0
2003-04-01,Light novel,2.0,365.0
2003-04-01,Manga,15.0,1702.0
2003-04-01,Music,0.0,87.0
2003-04-01,Novel,0.0,146.0
2003-04-01,Original,11.0,1265.0
2003-04-01,Other,0.0,123.0
2003-04-01,Picture book,0.0,44.0
2003-04-01,Radio,0.0,4.0
2003-04-01,Unknown,10.0,1742.0
2003-04-01,Visual novel,5.0,493.0
2003-04-01,Web manga,0.0,72.0
2003-05-01,4-koma manga,0.0,184.0
2003-05-01,Book,0.0,56.0
2003-05-01,Card game,0.0,42.0
2003-05-01,Digital manga,0.0,5.0
2003-05-01,Game,1.0,367.0
2003-05-01,Light novel,0.0,365.0
2003-05-01,Manga,6.0,1708.0
2003-05-01,Music,0.0,87.0
2003-05-01,Novel,1.0,147.0
2003-05-01,Original,2.0,1267.0
2003-05-01,Other,0.0,123.0
2003-05-01,Picture book,0.0,44.0
2003-05-01,Radio,0.0,4.0
2003-05-01,Unknown,3.0,1745.0
2003-05-01,Visual novel,4.0,497.0
2003-05-01,Web manga,0.0,72.0
2003-10-01,4-koma manga,0.0,184.0
2003-10-01,Book,0.0,56.0
2003-10-01,Card game,0.0,42.0
2003-10-01,Digital manga,0.0,5.0
2003-10-01,Game,3.0,370.0
2003-10-01,Light novel,1.0,366.0
2003-10-01,Manga,14.0,1722.0
2003-10-01,Music,0.0,87.0
2003-10-01,Novel,1.0,148.0
2003-10-01,Original,7.0,1274.0
2003-10-01,Other,0.0,123.0
2003-10-01,Picture book,0.0,44.0
2003-10-01,Radio,0.0,4.0
2003-10-01,Unknown,11.0,1756.0
2003-10-01,Visual novel,4.0,501.0
2003-10-01,Web manga,0.0,72.0
2003-11-01,4-koma manga,0.0,184.0
2003-11-01,Book,0.0,56.0
2003-11-01,Card game,0.0,42.0
2003-11-01,Digital manga,0.0,5.0
2003-11-01,Game,1.0,371.0
2003-11-01,Light novel,0.0,366.0
2003-11-01,Manga,6.0,1728.0
2003-11-01,Music,0.0,87.0
2003-11-01,Novel,0.0,148.0
2003-11-01,Original,2.0,1276.0
2003-11-01,Other,0.0,123.0
2003-11-01,Picture book,0.0,44.0
2003-11-01,Radio,0.0,4.0
2003-11-01,Unknown,5.0,1761.0
2003-11-01,Visual novel,4.0,505.0
2003-11-01,Web manga,0.0,72.0
2004-07-01,4-koma manga,0.0,184.0
2004-07-01,Book,0.0,56.0
2004-07-01,Card game,0.0,42.0
2004-07-01,Digital manga,0.0,5.0
2004-07-01,Game,2.0,373.0
2004-07-01,Light novel,2.0,368.0
2004-07-01,Manga,7.0,1735.0
2004-07-01,Music,0.0,87.0
2004-07-01,Novel,1.0,149.0
2004-07-01,Original,5.0,1281.0
2004-07-01,Other,0.0,123.0
2004-07-01,Picture book,0.0,44.0
2004-07-01,Radio,0.0,4.0
2004-07-01,Unknown,9.0,1770.0
2004-07-01,Visual novel,6.0,511.0
2004-07-01,Web manga,0.0,72.0
2004-10-01,4-koma manga,0.0,184.0
2004-10-01,Book,0.0,56.0
2004-10-01,Card game,0.0,42.0
2004-10-01,Digital manga,0.0,5.0
2004-10-01,Game,1.0,374.0
2004-10-01,Light novel,1.0,369.0
2004-10-01,Manga,19.0,1754.0
2004-10-01,Music,0.0,87.0
2004-10-01,Novel,1.0,150.0
2004-10-01,Original,7.0,1288.0
2004-10-01,Other,0.0,123.0
2004-10-01,Picture book,0.0,44.0
2004-10-01,Radio,0.0,4.0
2004-10-01,Unknown,10.0,1780.0
2004-10-01,Visual novel,6.0,517.0
2004-10-01,Web manga,0.0,72.0
2004-11-01,4-koma manga,0.0,184.0
2004-11-01,Book,0.0,56.0
2004-11-01,Card game,0.0,42.0
2004-11-01,Digital manga,0.0,5.0
2004-11-01,Game,1.0,375.0
2004-11-01,Light novel,0.0,369.0
2004-11-01,Manga,1.0,1755.0
2004-11-01,Music,0.0,87.0
2004-11-01,Novel,1.0,151.0
2004-11-01,Original,2.0,1290.0
2004-11-01,Other,0.0,123.0
2004-11-01,Picture book,0.0,44.0
2004-11-01,Radio,0.0,4.0
2004-11-01,Unknown,6.0,1786.0
2004-11-01,Visual novel,5.0,522.0
2004-11-01,Web manga,0.0,72.0
2004-12-01,4-koma manga,0.0,184.0
2004-12-01,Book,0.0,56.0
2004-12-01,Card game,0.0,42.0
2004-12-01,Digital manga,0.0,5.0
2004-12-01,Game,1.0,376.0
2004-12-01,Light novel,0.0,369.0
2004-12-01,Manga,4.0,1759.0
2004-12-01,Music,3.0,90.0
2004-12-01,Novel,0.0,151.0
2004-12-01,Original,2.0,1292.0
2004-12-01,Other,1.0,124.0
2004-12-01,Picture book,0.0,44.0
2004-12-01,Radio,0.0,4.0
2004-12-01,Unknown,8.0,1794.0
2004-12-01,Visual novel,5.0,527.0
2004-12-01,Web manga,0.0,72.0
2005-03-01,4-koma manga,0.0,184.0
2005-03-01,Book,0.0,56.0
2005-03-01,Card game,0.0,42.0
2005-03-01,Digital manga,0.0,5.0
2005-03-01,Game,1.0,377.0
2005-03-01,Light novel,1.0,370.0
2005-03-01,Manga,9.0,1768.0
2005-03-01,Music,0.0,90.0
2005-03-01,Novel,0.0,151.0
2005-03-01,Original,3.0,1295.0
2005-03-01,Other,0.0,124.0
2005-03-01,Picture book,0.0,44.0
2005-03-01,Radio,0.0,4.0
2005-03-01,Unknown,9.0,1803.0
2005-03-01,Visual novel,2.0,529.0
2005-03-01,Web manga,0.0,72.0
2005-09-01,4-koma manga,0.0,184.0
2005-09-01,Book,0.0,56.0
2005-09-01,Card game,0.0,42.0
2005-09-01,Digital manga,0.0,5.0
2005-09-01,Game,3.0,380.0
2005-09-01,Light novel,0.0,370.0
2005-09-01,Manga,2.0,1770.0
2005-09-01,Music,1.0,91.0
2005-09-01,Novel,0.0,151.0
2005-09-01,Original,1.0,1296.0
2005-09-01,Other,1.0,125.0
2005-09-01,Picture book,0.0,44.0
2005-09-01,Radio,0.0,4.0
2005-09-01,Unknown,9.0,1812.0
2005-09-01,Visual novel,2.0,531.0
2005-09-01,Web manga,0.0,72.0
2005-10-01,4-koma manga,0.0,184.0
2005-10-01,Book,0.0,56.0
2005-10-01,Card game,0.0,42.0
2005-10-01,Digital manga,0.0,5.0
2005-10-01,Game,2.0,382.0
2005-10-01,Light novel,4.0,374.0
2005-10-01,Manga,13.0,1783.0
2005-10-01,Music,0.0,91.0
2005-10-01,Novel,1.0,152.0
2005-10-01,Original,11.0,1307.0
2005-10-01,Other,1.0,126.0
2005-10-01,Picture book,0.0,44.0
2005-10-01,Radio,0.0,4.0
2005-10-01,Unknown,4.0,1816.0
2005-10-01,Visual novel,6.0,537.0
2005-10-01,Web manga,0.0,72.0
2005-11-01,4-koma manga,0.0,184.0
2005-11-01,Book,0.0,56.0
2005-11-01,Card game,0.0,42.0
2005-11-01,Digital manga,0.0,5.0
2005-11-01,Game,1.0,383.0
2005-11-01,Light novel,1.0,375.0
2005-11-01,Manga,4.0,1787.0
2005-11-01,Music,1.0,92.0
2005-11-01,Novel,0.0,152.0
2005-11-01,Original,1.0,1308.0
2005-11-01,Other,1.0,127.0
2005-11-01,Picture book,0.0,44.0
2005-11-01,Radio,0.0,4.0
2005-11-01,Unknown,5.0,1821.0
2005-11-01,Visual novel,2.0,539.0
2005-11-01,Web manga,0.0,72.0
2006-01-01,4-koma manga,0.0,184.0
2006-01-01,Book,0.0,56.0
2006-01-01,Card game,0.0,42.0
2006-01-01,Digital manga,0.0,5.0
2006-01-01,Game,1.0,384.0
2006-01-01,Light novel,2.0,377.0
2006-01-01,Manga,6.0,1793.0
2006-01-01,Music,0.0,92.0
2006-01-01,Novel,0.0,152.0
2006-01-01,Original,8.0,1316.0
2006-01-01,Other,3.0,130.0
2006-01-01,Picture book,0.0,44.0
2006-01-01,Radio,0.0,4.0
2006-01-01,Unknown,16.0,1837.0
2006-01-01,Visual novel,4.0,543.0
2006-01-01,Web manga,0.0,72.0
2006-02-01,4-koma manga,0.0,184.0
2006-02-01,Book,0.0,56.0
2006-02-01,Card game,0.0,42.0
2006-02-01,Digital manga,0.0,5.0
2006-02-01,Game,1.0,385.0
2006-02-01,Light novel,0.0,377.0
2006-02-01,Manga,6.0,1799.0
2006-02-01,Music,0.0,92.0
2006-02-01,Novel,0.0,152.0
2006-02-01,Original,4.0,1320.0
2006-02-01,Other,0.0,130.0
2006-02-01,Picture book,0.0,44.0
2006-02-01,Radio,0.0,4.0
2006-02-01,Unknown,5.0,1842.0
2006-02-01,Visual novel,4.0,547.0
2006-02-01,Web manga,0.0,72.0
2006-04-01,4-koma manga,0.0,184.0
2006-04-01,Book,0.0,56.0
2006-04-01,Card game,0.0,42.0
2006-04-01,Digital manga,0.0,5.0
2006-04-01,Game,3.0,388.0
2006-04-01,Light novel,6.0,383.0
2006-04-01,Manga,25.0,1824.0
2006-04-01,Music,0.0,92.0
2006-04-01,Novel,1.0,153.0
2006-04-01,Original,18.0,1338.0
2006-04-01,Other,3.0,133.0
2006-04-01,Picture book,0.0,44.0
2006-04-01,Radio,0.0,4.0
2006-04-01,Unknown,19.0,1861.0
2006-04-01,Visual novel,8.0,555.0
2006-04-01,Web manga,0.0,72.0
2006-05-01,4-koma manga,0.0,184.0
2006-05-01,Book,0.0,56.0
2006-05-01,Card game,0.0,42.0
2006-05-01,Digital manga,0.0,5.0
2006-05-01,Game,1.0,389.0
2006-05-01,Light novel,1.0,384.0
2006-05-01,Manga,2.0,1826.0
2006-05-01,Music,0.0,92.0
2006-05-01,Novel,0.0,153.0
2006-05-01,Original,2.0,1340.0
2006-05-01,Other,0.0,133.0
2006-05-01,Picture book,0.0,44.0
2006-05-01,Radio,0.0,4.0
2006-05-01,Unknown,4.0,1865.0
2006-05-01,Visual novel,3.0,558.0
2006-05-01,Web manga,0.0,72.0
2006-07-01,4-koma manga,0.0,184.0
2006-07-01,Book,0.0,56.0
2006-07-01,Card game,0.0,42.0
2006-07-01,Digital manga,0.0,5.0
2006-07-01,Game,2.0,391.0
2006-07-01,Light novel,1.0,385.0
2006-07-01,Manga,9.0,1835.0
2006-07-01,Music,0.0,92.0
2006-07-01,Novel,4.0,157.0
2006-07-01,Original,10.0,1350.0
2006-07-01,Other,4.0,137.0
2006-07-01,Picture book,0.0,44.0
2006-07-01,Radio,0.0,4.0
2006-07-01,Unknown,8.0,1873.0
2006-07-01,Visual novel,9.0,567.0
2006-07-01,Web manga,0.0,72.0
2006-08-01,4-koma manga,0.0,184.0
2006-08-01,Book,0.0,56.0
2006-08-01,Card game,0.0,42.0
2006-08-01,Digital manga,0.0,5.0
2006-08-01,Game,2.0,393.0
2006-08-01,Light novel,1.0,386.0
2006-08-01,Manga,3.0,1838.0
2006-08-01,Music,0.0,92.0
2006-08-01,Novel,0.0,157.0
2006-08-01,Original,3.0,1353.0
2006-08-01,Other,0.0,137.0
2006-08-01,Picture book,0.0,44.0
2006-08-01,Radio,0.0,4.0
2006-08-01,Unknown,18.0,1891.0
2006-08-01,Visual novel,4.0,571.0
2006-08-01,Web manga,0.0,72.0
2006-09-01,4-koma manga,0.0,184.0
2006-09-01,Book,0.0,56.0
2006-09-01,Card game,0.0,42.0
2006-09-01,Digital manga,0.0,5.0
2006-09-01,Game,3.0,396.0
2006-09-01,Light novel,1.0,387.0
2006-09-01,Manga,4.0,1842.0
2006-09-01,Music,1.0,93.0
2006-09-01,Novel,0.0,157.0
2006-09-01,Original,3.0,1356.0
2006-09-01,Other,0.0,137.0
2006-09-01,Picture book,0.0,44.0
2006-09-01,Radio,0.0,4.0
2006-09-01,Unknown,10.0,1901.0
2006-09-01,Visual novel,1.0,572.0
2006-09-01,Web manga,0.0,72.0
2006-10-01,4-koma manga,0.0,184.0
2006-10-01,Book,0.0,56.0
2006-10-01,Card game,0.0,42.0
2006-10-01,Digital manga,0.0,5.0
2006-10-01,Game,4.0,400.0
2006-10-01,Light novel,2.0,389.0
2006-10-01,Manga,18.0,1860.0
2006-10-01,Music,0.0,93.0
2006-10-01,Novel,1.0,158.0
2006-10-01,Original,10.0,1366.0
2006-10-01,Other,0.0,137.0
2006-10-01,Picture book,0.0,44.0
2006-10-01,Radio,0.0,4.0
2006-10-01,Unknown,12.0,1913.0
2006-10-01,Visual novel,12.0,584.0
2006-10-01,Web manga,0.0,72.0
2007-06-01,4-koma manga,0.0,184.0
2007-06-01,Book,0.0,56.0
2007-06-01,Card game,0.0,42.0
2007-06-01,Digital manga,0.0,5.0
2007-06-01,Game,3.0,403.0
2007-06-01,Light novel,0.0,389.0
2007-06-01,Manga,4.0,1864.0
2007-06-01,Music,1.0,94.0
2007-06-01,Novel,0.0,158.0
2007-06-01,Original,5.0,1371.0
2007-06-01,Other,0.0,137.0
2007-06-01,Picture book,0.0,44.0
2007-06-01,Radio,0.0,4.0
2007-06-01,Unknown,5.0,1918.0
2007-06-01,Visual novel,3.0,587.0
2007-06-01,Web manga,0.0,72.0
2008-02-01,4-koma manga,0.0,184.0
2008-02-01,Book,0.0,56.0
2008-02-01,Card game,0.0,42.0
2008-02-01,Digital manga,0.0,5.0
2008-02-01,Game,1.0,404.0
2008-02-01,Light novel,2.0,391.0
2008-02-01,Manga,4.0,1868.0
2008-02-01,Music,0.0,94.0
2008-02-01,Novel,0.0,158.0
2008-02-01,Original,6.0,1377.0
2008-02-01,Other,0.0,137.0
2008-02-01,Picture book,0.0,44.0
2008-02-01,Radio,0.0,4.0
2008-02-01,Unknown,6.0,1924.0
2008-02-01,Visual novel,3.0,590.0
2008-02-01,Web manga,0.0,72.0
2008-03-01,4-koma manga,0.0,184.0
2008-03-01,Book,0.0,56.0
2008-03-01,Card game,0.0,42.0
2008-03-01,Digital manga,0.0,5.0
2008-03-01,Game,2.0,406.0
2008-03-01,Light novel,0.0,391.0
2008-03-01,Manga,9.0,1877.0
2008-03-01,Music,0.0,94.0
2008-03-01,Novel,0.0,158.0
2008-03-01,Original,4.0,1381.0
2008-03-01,Other,0.0,137.0
2008-03-01,Picture book,0.0,44.0
2008-03-01,Radio,0.0,4.0
2008-03-01,Unknown,15.0,1939.0
2008-03-01,Visual novel,1.0,591.0
2008-03-01,Web manga,0.0,72.0
2008-04-01,4-koma manga,0.0,184.0
2008-04-01,Book,0.0,56.0
2008-04-01,Card game,0.0,42.0
2008-04-01,Digital manga,0.0,5.0
2008-04-01,Game,3.0,409.0
2008-04-01,Light novel,6.0,397.0
2008-04-01,Manga,23.0,1900.0
2008-04-01,Music,1.0,95.0
2008-04-01,Novel,1.0,159.0
2008-04-01,Original,11.0,1392.0
2008-04-01,Other,1.0,138.0
2008-04-01,Picture book,0.0,44.0
2008-04-01,Radio,0.0,4.0
2008-04-01,Unknown,18.0,1957.0
2008-04-01,Visual novel,7.0,598.0
2008-04-01,Web manga,1.0,73.0
2008-08-01,4-koma manga,0.0,184.0
2008-08-01,Book,0.0,56.0
2008-08-01,Card game,0.0,42.0
2008-08-01,Digital manga,0.0,5.0
2008-08-01,Game,1.0,410.0
2008-08-01,Light novel,1.0,398.0
2008-08-01,Manga,8.0,1908.0
2008-08-01,Music,1.0,96.0
